file,duckdbauto_success,duckdbauto_header_precision,duckdbauto_header_recall,duckdbauto_header_f1,duckdbauto_record_precision,duckdbauto_record_recall,duckdbauto_record_f1,duckdbauto_cell_precision,duckdbauto_cell_recall,duckdbauto_cell_f1,pycsv_success,pycsv_header_precision,pycsv_header_recall,pycsv_header_f1,pycsv_record_precision,pycsv_record_recall,pycsv_record_f1,pycsv_cell_precision,pycsv_cell_recall,pycsv_cell_f1,duckdbparse_success,duckdbparse_header_precision,duckdbparse_header_recall,duckdbparse_header_f1,duckdbparse_record_precision,duckdbparse_record_recall,duckdbparse_record_f1,duckdbparse_cell_precision,duckdbparse_cell_recall,duckdbparse_cell_f1,clevercs_success,clevercs_header_precision,clevercs_header_recall,clevercs_header_f1,clevercs_record_precision,clevercs_record_recall,clevercs_record_f1,clevercs_cell_precision,clevercs_cell_recall,clevercs_cell_f1,pandas_success,pandas_header_precision,pandas_header_recall,pandas_header_f1,pandas_record_precision,pandas_record_recall,pandas_record_f1,pandas_cell_precision,pandas_cell_recall,pandas_cell_f1
file_multitable_less.csv,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5675675675675675,0.7241379310344828,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5675675675675675,0.7241379310344828,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097
file_multitable_more.csv,1,1.0,0.8333333333333334,0.9090909090909092,1.0,0.5,0.6666666666666666,1.0,0.4268292682926829,0.5982905982905983,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.4666666666666667,0.6363636363636364,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.4666666666666667,0.6363636363636364,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_multitable_same.csv,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097,1,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,0.5121951219512195,0.6774193548387097
file_no_header.csv,1,0.0,0.0,0.0,1.0,0.95,0.9743589743589745,1.0,0.9523809523809524,0.975609756097561,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.95,0.9743589743589745,1.0,0.9523809523809524,0.975609756097561,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_no_payload.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_no_trailing_newline.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_one_data_row.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_preamble.csv,1,0.0,0.0,0.0,1.0,0.9090909090909092,0.9523809523809524,1.0,0.9130434782608696,0.9545454545454544,1,0.0,0.0,0.0,1.0,0.9090909090909092,0.9523809523809524,1.0,0.9130434782608696,0.9545454545454544,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,1.0,0.9090909090909092,0.9523809523809524,1.0,0.9130434782608696,0.9545454545454544,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_quotation_char_0x27.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_record_delimiter_0xA.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_record_delimiter_0xD.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
row_extra_quote0_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0476190476190476,1.0,0.0909090909090909,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.2,0.5,0.2857142857142857,0.0,0.0,0.0,0.0095238095238095,0.5,0.0186915887850467,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0476190476190476,1.0,0.0909090909090909,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.4,0.6666666666666666,0.5,0.0,0.0,0.0,0.019047619047619,0.6666666666666666,0.037037037037037,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0476190476190476,1.0,0.0909090909090909,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6,0.75,0.6666666666666665,0.0,0.0,0.0,0.0285714285714285,0.75,0.055045871559633,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0476190476190476,1.0,0.0909090909090909,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote0_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8,0.8,0.8000000000000002,0.0,0.0,0.0,0.0380952380952381,0.8,0.0727272727272727,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0476190476190476,1.0,0.0909090909090909,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4761904761904761,0.9803921568627452,0.641025641025641,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4761904761904761,0.9090909090909092,0.6249999999999999,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4857142857142857,0.9807692307692308,0.6496815286624203,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4857142857142857,0.9272727272727272,0.6375,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4952380952380952,0.981132075471698,0.6582278481012659,1,1.0,1.0,1.0,0.45,0.9,0.6,0.4952380952380952,0.9454545454545454,0.65,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.45,0.9,0.6,0.5047619047619047,0.9814814814814816,0.6666666666666667,1,1.0,1.0,1.0,0.45,0.9,0.6,0.5047619047619047,0.9636363636363636,0.6625,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote10_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.45,0.9,0.6,0.5142857142857142,0.9818181818181818,0.6749999999999999,1,1.0,1.0,1.0,0.45,0.9,0.6,0.5142857142857142,0.9818181818181818,0.6749999999999999,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5238095238095238,0.9821428571428572,0.6832298136645963,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5238095238095238,0.9166666666666666,0.6666666666666667,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5333333333333333,0.9824561403508772,0.691358024691358,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5333333333333333,0.9333333333333332,0.6787878787878787,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5428571428571428,0.9827586206896552,0.6993865030674845,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5428571428571428,0.95,0.6909090909090908,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5523809523809524,0.9830508474576272,0.7073170731707318,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5523809523809524,0.9666666666666668,0.7030303030303031,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote11_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5619047619047619,0.9833333333333332,0.7151515151515152,1,1.0,1.0,1.0,0.5,0.9090909090909092,0.6451612903225806,0.5619047619047619,0.9833333333333332,0.7151515151515152,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote12_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.5714285714285714,0.9836065573770492,0.7228915662650602,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.5714285714285714,0.9230769230769232,0.7058823529411765,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote12_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.580952380952381,0.9838709677419356,0.7305389221556886,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.580952380952381,0.9384615384615383,0.7176470588235295,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote12_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.5904761904761905,0.984126984126984,0.7380952380952381,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.5904761904761905,0.953846153846154,0.7294117647058824,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote12_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.6,0.984375,0.7455621301775147,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.6,0.9692307692307692,0.7411764705882353,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote12_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.6095238095238096,0.9846153846153848,0.7529411764705883,1,1.0,1.0,1.0,0.55,0.9166666666666666,0.6874999999999999,0.6095238095238096,0.9846153846153848,0.7529411764705883,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote13_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6190476190476191,0.9848484848484848,0.760233918128655,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6190476190476191,0.9285714285714286,0.742857142857143,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote13_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6285714285714286,0.9850746268656716,0.7674418604651162,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6285714285714286,0.9428571428571428,0.7542857142857143,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote13_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.638095238095238,0.9852941176470588,0.7745664739884393,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.638095238095238,0.9571428571428572,0.7657142857142856,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote13_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6476190476190476,0.9855072463768116,0.7816091954022989,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6476190476190476,0.9714285714285714,0.7771428571428572,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote13_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6571428571428571,0.9857142857142858,0.7885714285714286,1,1.0,1.0,1.0,0.6,0.9230769230769232,0.7272727272727274,0.6571428571428571,0.9857142857142858,0.7885714285714286,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote14_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6666666666666666,0.9859154929577464,0.7954545454545454,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6666666666666666,0.9333333333333332,0.7777777777777778,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote14_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6761904761904762,0.9861111111111112,0.8022598870056498,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6761904761904762,0.9466666666666668,0.7888888888888891,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote14_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6857142857142857,0.9863013698630136,0.8089887640449438,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6857142857142857,0.96,0.7999999999999999,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote14_col3.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6952380952380952,0.9864864864864864,0.8156424581005586,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.6952380952380952,0.9733333333333334,0.8111111111111111,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote14_col4.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.7047619047619048,0.9866666666666668,0.8222222222222222,1,1.0,1.0,1.0,0.65,0.9285714285714286,0.7647058823529412,0.7047619047619048,0.9866666666666668,0.8222222222222222,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote15_col0.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.7,0.9333333333333332,0.8,0.7142857142857143,0.986842105263158,0.8287292817679558,1,1.0,1.0,1.0,0.7,0.9333333333333332,0.8,0.7142857142857143,0.9375,0.8108108108108109,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote15_col1.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.7,0.9333333333333332,0.8,0.7238095238095238,0.987012987012987,0.8351648351648352,1,1.0,1.0,1.0,0.7,0.9333333333333332,0.8,0.7238095238095238,0.95,0.8216216216216217,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_extra_quote15_col2.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.7,0.9333333333333332,0.8,0.7333333333333333,0.9871794871794872,0.8415300546448087,1,1.0,1.0,1.0,0.7,0.9333333333333332,0.8,0.7333333333333333,0.9625,0.8324324324324324,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
